streamer_name,videoId,title,description,publishedAt
語部紡,R2TYU_NLrO0,霊ですが、ゲームをします,気になるゲームを探してきました。 霊でもSteamアカウントは作れるんです。 にじさんじ所属 語部紡 Twitterアカウント https://twitter.com/KataribeTsumugu.,2019-02-16T13:05:10Z
語部紡,MvNbLC2LoMI,霊ですが、例の場所で喋ります,地縛霊ですが、例の場所に行きます。 霊だけに。 ドッ 喋ったりマシュマロを読みます。 にじさんじ所属 語部紡です。 Twitterアカウント https://twitter.com/KataribeTsumugu.,2019-02-06T12:08:35Z
語部紡,q1ljnGRlDLg,霊ですが、初配信します,にじさんじ所属 語部紡です。 他界していますが頑張ります。 Twitterアカウント https://twitter.com/KataribeTsumugu.,2019-01-30T15:10:26Z
